Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Priority
ORD-10653,2024-09-18,2024-09-18,Standard Class,CUS-5052,Customer CUS-5052,Home Office,United States,City_59,Ohio,East,PROD-84473,Technology,Paper,Paper Product PROD-84473,1000.37,6,0.10,609.02,High
ORD-10654,2024-12-03,2024-12-03,First Class,CUS-9148,Customer CUS-9148,Consumer,United States,City_99,New York,West,PROD-11320,Office Supplies,Laptops,Laptops Product PROD-11320,2571.62,9,0.05,1747.59,High
ORD-10655,2022-03-08,2022-03-08,Second Class,CUS-2018,Customer CUS-2018,Consumer,United States,City_19,Pennsylvania,West,PROD-10473,Office Supplies,Phones,Phones Product PROD-10473,4007.08,10,0.00,3263.38,Medium
ORD-10656,2022-12-11,2022-12-11,Second Class,CUS-4445,Customer CUS-4445,Home Office,United States,City_43,Texas,Central,PROD-27326,Furniture,Accessories,Accessories Product PROD-27326,2072.02,5,0.00,1452.45,Low
ORD-10657,2024-05-10,2024-05-10,First Class,CUS-4149,Customer CUS-4149,Consumer,United States,City_83,Texas,East,PROD-10473,Office Supplies,Copiers,Copiers Product PROD-10473,408.40,1,0.05,257.00,Low
ORD-10658,2022-03-17,2022-03-17,Same Day,CUS-8143,Customer CUS-8143,Consumer,United States,City_5,California,South,PROD-65717,Furniture,Storage,Storage Product PROD-65717,1427.49,3,0.00,1168.10,High
ORD-10659,2024-11-15,2024-11-15,Same Day,CUS-5808,Customer CUS-5808,Home Office,United States,City_29,Pennsylvania,South,PROD-14519,Office Supplies,Storage,Storage Product PROD-14519,11.53,2,0.00,9.14,Critical
ORD-10660,2022-08-24,2022-08-24,Second Class,CUS-5038,Customer CUS-5038,Consumer,United States,City_44,Ohio,East,PROD-80607,Furniture,Binders,Binders Product PROD-80607,774.30,5,0.00,561.56,Low
ORD-10661,2024-05-14,2024-05-14,Standard Class,CUS-5901,Customer CUS-5901,Consumer,United States,City_4,Ohio,East,PROD-62312,Furniture,Phones,Phones Product PROD-62312,4324.43,10,0.10,3129.05,Medium
ORD-10662,2022-07-25,2022-07-25,First Class,CUS-6834,Customer CUS-6834,Corporate,United States,City_32,California,South,PROD-63345,Furniture,Storage,Storage Product PROD-63345,1809.59,4,0.00,1589.20,Low
ORD-10663,2024-01-02,2024-01-02,Second Class,CUS-6794,Customer CUS-6794,Consumer,United States,City_30,Washington,East,PROD-23506,Office Supplies,Chairs,Chairs Product PROD-23506,1308.01,5,0.00,970.19,Low
ORD-10664,2024-12-12,2024-12-12,First Class,CUS-1096,Customer CUS-1096,Corporate,United States,City_65,Florida,Central,PROD-19593,Technology,Tables,Tables Product PROD-19593,293.46,2,0.00,260.25,High
ORD-10665,2022-12-25,2022-12-25,Same Day,CUS-1337,Customer CUS-1337,Home Office,United States,City_41,Florida,West,PROD-76308,Office Supplies,Chairs,Chairs Product PROD-76308,3216.57,8,0.10,2788.44,High
ORD-10666,2024-06-07,2024-06-07,Same Day,CUS-4078,Customer CUS-4078,Corporate,United States,City_55,Florida,South,PROD-26196,Technology,Copiers,Copiers Product PROD-26196,548.57,5,0.00,362.62,Low
ORD-10667,2022-02-17,2022-02-17,Second Class,CUS-3939,Customer CUS-3939,Home Office,United States,City_85,New York,Central,PROD-72849,Office Supplies,Accessories,Accessories Product PROD-72849,805.22,6,0.00,707.76,Low
ORD-10668,2024-04-23,2024-04-23,Standard Class,CUS-9815,Customer CUS-9815,Corporate,United States,City_46,Florida,Central,PROD-74406,Office Supplies,Storage,Storage Product PROD-74406,400.95,1,0.00,344.20,Low
ORD-10669,2024-06-03,2024-06-03,Standard Class,CUS-7955,Customer CUS-7955,Home Office,United States,City_31,Illinois,South,PROD-77899,Technology,Laptops,Laptops Product PROD-77899,1140.32,6,0.20,974.36,High
ORD-10670,2024-04-02,2024-04-02,Standard Class,CUS-7770,Customer CUS-7770,Consumer,United States,City_90,Ohio,South,PROD-46119,Furniture,Laptops,Laptops Product PROD-46119,50.93,3,0.00,29.42,Low
ORD-10671,2024-09-13,2024-09-13,First Class,CUS-2898,Customer CUS-2898,Corporate,United States,City_85,Ohio,South,PROD-85498,Furniture,Chairs,Chairs Product PROD-85498,3147.09,8,0.00,1971.74,Critical
ORD-10672,2022-04-20,2022-04-20,Standard Class,CUS-1931,Customer CUS-1931,Corporate,United States,City_31,Illinois,Central,PROD-56264,Furniture,Binders,Binders Product PROD-56264,356.97,5,0.00,308.28,Critical
ORD-10673,2023-03-19,2023-03-19,Standard Class,CUS-5562,Customer CUS-5562,Corporate,United States,City_64,Illinois,West,PROD-25634,Furniture,Accessories,Accessories Product PROD-25634,1682.63,5,0.15,1255.89,Critical
ORD-10674,2022-01-09,2022-01-09,First Class,CUS-8313,Customer CUS-8313,Home Office,United States,City_37,Texas,South,PROD-59908,Technology,Bookcases,Bookcases Product PROD-59908,1610.71,10,0.00,943.39,Medium
ORD-10675,2024-09-04,2024-09-04,Standard Class,CUS-3595,Customer CUS-3595,Home Office,United States,City_38,Ohio,West,PROD-38136,Technology,Chairs,Chairs Product PROD-38136,561.68,4,0.05,464.45,Critical
ORD-10676,2023-06-09,2023-06-09,Second Class,CUS-8708,Customer CUS-8708,Home Office,United States,City_0,Georgia,East,PROD-42101,Office Supplies,Binders,Binders Product PROD-42101,855.74,3,0.10,603.61,Critical
ORD-10677,2022-01-06,2022-01-06,First Class,CUS-5461,Customer CUS-5461,Consumer,United States,City_95,Georgia,West,PROD-71903,Furniture,Copiers,Copiers Product PROD-71903,1447.30,3,0.00,845.28,Medium
ORD-10678,2023-01-08,2023-01-08,Second Class,CUS-6716,Customer CUS-6716,Consumer,United States,City_97,Georgia,South,PROD-81857,Technology,Tables,Tables Product PROD-81857,1449.58,10,0.05,1245.65,Critical
ORD-10679,2022-11-22,2022-11-22,Standard Class,CUS-5031,Customer CUS-5031,Corporate,United States,City_55,Pennsylvania,Central,PROD-25604,Office Supplies,Paper,Paper Product PROD-25604,2753.49,7,0.00,2529.20,Low
ORD-10680,2024-02-01,2024-02-01,Same Day,CUS-8301,Customer CUS-8301,Home Office,United States,City_49,Ohio,East,PROD-34738,Furniture,Phones,Phones Product PROD-34738,1057.60,6,0.05,862.85,High
ORD-10681,2022-04-05,2022-04-05,Same Day,CUS-4093,Customer CUS-4093,Home Office,United States,City_79,Virginia,West,PROD-96427,Office Supplies,Chairs,Chairs Product PROD-96427,52.08,8,0.00,37.20,Critical
ORD-10682,2022-04-12,2022-04-12,Second Class,CUS-7013,Customer CUS-7013,Corporate,United States,City_50,Texas,South,PROD-34028,Office Supplies,Tables,Tables Product PROD-34028,497.57,5,0.00,348.49,Low
ORD-10683,2022-01-26,2022-01-26,Second Class,CUS-8759,Customer CUS-8759,Home Office,United States,City_99,Pennsylvania,South,PROD-54965,Technology,Paper,Paper Product PROD-54965,1548.28,9,0.00,1386.26,Critical
ORD-10684,2024-05-10,2024-05-10,Second Class,CUS-6469,Customer CUS-6469,Home Office,United States,City_83,New York,East,PROD-57325,Furniture,Accessories,Accessories Product PROD-57325,1533.99,6,0.00,1200.51,Low
ORD-10685,2022-07-28,2022-07-28,Second Class,CUS-5453,Customer CUS-5453,Home Office,United States,City_28,Illinois,East,PROD-55652,Technology,Paper,Paper Product PROD-55652,1470.55,5,0.00,1112.71,Critical
ORD-10686,2024-07-21,2024-07-21,First Class,CUS-3352,Customer CUS-3352,Corporate,United States,City_99,Georgia,South,PROD-27519,Furniture,Paper,Paper Product PROD-27519,1236.75,3,0.10,1140.71,Medium
ORD-10687,2023-08-18,2023-08-18,First Class,CUS-2349,Customer CUS-2349,Home Office,United States,City_57,Washington,West,PROD-81685,Technology,Copiers,Copiers Product PROD-81685,2059.08,7,0.00,1584.21,Medium
ORD-10688,2023-12-09,2023-12-09,Same Day,CUS-5344,Customer CUS-5344,Corporate,United States,City_70,Ohio,West,PROD-63543,Furniture,Paper,Paper Product PROD-63543,1566.86,10,0.00,1282.02,Critical
ORD-10689,2023-07-16,2023-07-16,Same Day,CUS-4254,Customer CUS-4254,Consumer,United States,City_35,Virginia,South,PROD-49896,Furniture,Laptops,Laptops Product PROD-49896,1897.76,8,0.00,1779.04,Medium
ORD-10690,2024-07-28,2024-07-28,Standard Class,CUS-6312,Customer CUS-6312,Consumer,United States,City_88,Washington,Central,PROD-44599,Technology,Bookcases,Bookcases Product PROD-44599,390.45,1,0.00,250.41,Critical
ORD-10691,2023-06-04,2023-06-04,Second Class,CUS-6145,Customer CUS-6145,Consumer,United States,City_48,Illinois,Central,PROD-92289,Furniture,Paper,Paper Product PROD-92289,3569.34,9,0.10,2636.15,Critical
ORD-10692,2023-10-23,2023-10-23,Second Class,CUS-2695,Customer CUS-2695,Consumer,United States,City_1,Texas,South,PROD-27304,Furniture,Binders,Binders Product PROD-27304,3393.85,8,0.10,2221.20,Medium
ORD-10693,2023-04-22,2023-04-22,Same Day,CUS-7198,Customer CUS-7198,Consumer,United States,City_69,Washington,East,PROD-56286,Office Supplies,Storage,Storage Product PROD-56286,3663.79,10,0.05,3337.01,Low
ORD-10694,2024-02-06,2024-02-06,Standard Class,CUS-4407,Customer CUS-4407,Corporate,United States,City_87,California,Central,PROD-79639,Furniture,Paper,Paper Product PROD-79639,1056.70,3,0.00,614.32,High
ORD-10695,2022-04-08,2022-04-08,Second Class,CUS-8005,Customer CUS-8005,Home Office,United States,City_26,Ohio,Central,PROD-13634,Furniture,Binders,Binders Product PROD-13634,3077.48,10,0.15,1912.06,Critical
ORD-10696,2022-10-20,2022-10-20,Second Class,CUS-5322,Customer CUS-5322,Home Office,United States,City_22,Ohio,Central,PROD-87121,Office Supplies,Phones,Phones Product PROD-87121,60.75,2,0.00,33.62,Medium
ORD-10697,2022-10-18,2022-10-18,Second Class,CUS-6964,Customer CUS-6964,Corporate,United States,City_17,Pennsylvania,East,PROD-20517,Office Supplies,Storage,Storage Product PROD-20517,1620.38,5,0.00,1457.37,Low
ORD-10698,2022-09-07,2022-09-07,Standard Class,CUS-1894,Customer CUS-1894,Home Office,United States,City_25,Texas,Central,PROD-63979,Technology,Phones,Phones Product PROD-63979,451.97,8,0.05,346.30,High
ORD-10699,2023-12-20,2023-12-20,Standard Class,CUS-8312,Customer CUS-8312,Home Office,United States,City_9,Texas,Central,PROD-80249,Technology,Tables,Tables Product PROD-80249,3828.19,10,0.05,3382.71,Critical
ORD-10700,2024-07-07,2024-07-07,Second Class,CUS-8621,Customer CUS-8621,Corporate,United States,City_35,Washington,Central,PROD-16648,Technology,Phones,Phones Product PROD-16648,197.25,5,0.05,147.49,Low
ORD-10701,2023-05-09,2023-05-09,Same Day,CUS-1600,Customer CUS-1600,Home Office,United States,City_44,New York,South,PROD-30932,Office Supplies,Binders,Binders Product PROD-30932,376.38,2,0.00,248.77,High
ORD-10702,2024-09-28,2024-09-28,Second Class,CUS-1590,Customer CUS-1590,Corporate,United States,City_35,Washington,Central,PROD-21194,Technology,Binders,Binders Product PROD-21194,1583.73,8,0.00,1217.88,Medium
ORD-10703,2022-07-21,2022-07-21,Second Class,CUS-9764,Customer CUS-9764,Home Office,United States,City_3,New York,West,PROD-13417,Furniture,Phones,Phones Product PROD-13417,355.18,9,0.20,238.32,Medium
ORD-10704,2022-10-21,2022-10-21,Second Class,CUS-8560,Customer CUS-8560,Corporate,United States,City_20,Washington,South,PROD-34653,Technology,Accessories,Accessories Product PROD-34653,1531.68,5,0.00,1187.02,Critical
ORD-10705,2024-07-26,2024-07-26,Same Day,CUS-9655,Customer CUS-9655,Corporate,United States,City_92,Georgia,Central,PROD-92945,Technology,Storage,Storage Product PROD-92945,4875.24,10,0.00,3768.87,Medium
ORD-10706,2023-02-17,2023-02-17,Standard Class,CUS-8820,Customer CUS-8820,Consumer,United States,City_40,Texas,Central,PROD-47503,Office Supplies,Bookcases,Bookcases Product PROD-47503,1022.40,5,0.00,761.04,Medium
ORD-10707,2023-12-08,2023-12-08,Second Class,CUS-2620,Customer CUS-2620,Corporate,United States,City_37,California,West,PROD-99449,Office Supplies,Paper,Paper Product PROD-99449,2168.06,5,0.00,1591.45,Critical
ORD-10708,2022-07-12,2022-07-12,Second Class,CUS-8305,Customer CUS-8305,Corporate,United States,City_88,Texas,South,PROD-46668,Office Supplies,Laptops,Laptops Product PROD-46668,2887.68,9,0.00,1856.23,Low
ORD-10709,2023-09-14,2023-09-14,Standard Class,CUS-5327,Customer CUS-5327,Corporate,United States,City_3,Virginia,West,PROD-54148,Furniture,Copiers,Copiers Product PROD-54148,4098.87,9,0.05,2927.81,Low
ORD-10710,2023-11-04,2023-11-04,First Class,CUS-5737,Customer CUS-5737,Corporate,United States,City_87,Florida,East,PROD-38208,Furniture,Accessories,Accessories Product PROD-38208,1806.85,10,0.05,1503.14,High
ORD-10711,2022-03-17,2022-03-17,First Class,CUS-1796,Customer CUS-1796,Corporate,United States,City_91,Georgia,West,PROD-69469,Technology,Binders,Binders Product PROD-69469,232.71,3,0.10,220.92,Critical
ORD-10712,2023-06-21,2023-06-21,First Class,CUS-1511,Customer CUS-1511,Corporate,United States,City_82,Virginia,South,PROD-59075,Office Supplies,Copiers,Copiers Product PROD-59075,2849.54,8,0.20,2563.80,Medium
ORD-10713,2022-05-11,2022-05-11,Same Day,CUS-1192,Customer CUS-1192,Consumer,United States,City_60,Texas,West,PROD-49608,Technology,Accessories,Accessories Product PROD-49608,3251.42,9,0.00,2558.55,Medium
ORD-10714,2022-01-05,2022-01-05,Same Day,CUS-7220,Customer CUS-7220,Home Office,United States,City_21,Florida,Central,PROD-27117,Technology,Laptops,Laptops Product PROD-27117,1065.25,3,0.00,674.14,High
ORD-10715,2023-06-06,2023-06-06,Same Day,CUS-6665,Customer CUS-6665,Home Office,United States,City_20,Florida,Central,PROD-31825,Technology,Phones,Phones Product PROD-31825,138.30,4,0.00,99.42,Critical
ORD-10716,2024-03-04,2024-03-04,Same Day,CUS-3849,Customer CUS-3849,Corporate,United States,City_96,Washington,West,PROD-49600,Office Supplies,Paper,Paper Product PROD-49600,1274.63,10,0.00,1041.53,Low
ORD-10717,2024-08-10,2024-08-10,Second Class,CUS-6382,Customer CUS-6382,Consumer,United States,City_35,Virginia,East,PROD-55980,Furniture,Laptops,Laptops Product PROD-55980,1118.81,4,0.00,904.24,Medium
ORD-10718,2023-03-11,2023-03-11,First Class,CUS-8392,Customer CUS-8392,Home Office,United States,City_42,Ohio,East,PROD-55575,Furniture,Copiers,Copiers Product PROD-55575,112.13,3,0.00,77.67,Medium
ORD-10719,2022-07-22,2022-07-22,Same Day,CUS-3403,Customer CUS-3403,Corporate,United States,City_89,Pennsylvania,East,PROD-23959,Technology,Tables,Tables Product PROD-23959,1758.84,8,0.15,1586.08,Low
ORD-10720,2024-10-14,2024-10-14,Same Day,CUS-9877,Customer CUS-9877,Home Office,United States,City_28,Texas,South,PROD-96022,Furniture,Copiers,Copiers Product PROD-96022,139.38,3,0.00,101.07,Critical
ORD-10721,2023-01-21,2023-01-21,Standard Class,CUS-8986,Customer CUS-8986,Consumer,United States,City_66,Pennsylvania,South,PROD-62881,Furniture,Paper,Paper Product PROD-62881,611.49,4,0.00,537.27,Medium
ORD-10722,2023-09-16,2023-09-16,First Class,CUS-5492,Customer CUS-5492,Consumer,United States,City_10,Ohio,East,PROD-32190,Technology,Phones,Phones Product PROD-32190,600.95,7,0.05,496.96,Medium
ORD-10723,2023-01-28,2023-01-28,Same Day,CUS-6047,Customer CUS-6047,Home Office,United States,City_70,Georgia,East,PROD-14984,Office Supplies,Copiers,Copiers Product PROD-14984,815.49,4,0.10,754.51,Low
ORD-10724,2023-01-08,2023-01-08,Standard Class,CUS-5660,Customer CUS-5660,Consumer,United States,City_24,California,West,PROD-99681,Office Supplies,Binders,Binders Product PROD-99681,2892.51,7,0.05,2635.04,High
ORD-10725,2022-09-12,2022-09-12,First Class,CUS-5054,Customer CUS-5054,Home Office,United States,City_5,Georgia,West,PROD-93322,Office Supplies,Chairs,Chairs Product PROD-93322,1173.73,3,0.05,828.17,Low
ORD-10726,2022-08-08,2022-08-08,Standard Class,CUS-3515,Customer CUS-3515,Consumer,United States,City_81,Virginia,East,PROD-57632,Office Supplies,Paper,Paper Product PROD-57632,2219.46,9,0.00,2072.77,Low
ORD-10727,2024-10-08,2024-10-08,Standard Class,CUS-2820,Customer CUS-2820,Corporate,United States,City_62,Florida,East,PROD-44573,Office Supplies,Accessories,Accessories Product PROD-44573,1886.17,7,0.00,1114.84,High
ORD-10728,2024-05-13,2024-05-13,First Class,CUS-9680,Customer CUS-9680,Corporate,United States,City_46,Ohio,East,PROD-76510,Office Supplies,Accessories,Accessories Product PROD-76510,1395.46,5,0.00,782.46,High
ORD-10729,2024-05-10,2024-05-10,First Class,CUS-7419,Customer CUS-7419,Consumer,United States,City_76,Illinois,Central,PROD-34105,Furniture,Accessories,Accessories Product PROD-34105,444.01,1,0.00,375.99,Medium
ORD-10730,2023-04-27,2023-04-27,Second Class,CUS-7205,Customer CUS-7205,Consumer,United States,City_48,California,Central,PROD-98943,Technology,Copiers,Copiers Product PROD-98943,1860.04,7,0.05,1685.28,Low
ORD-10731,2023-12-25,2023-12-25,First Class,CUS-2311,Customer CUS-2311,Consumer,United States,City_82,California,East,PROD-54668,Office Supplies,Bookcases,Bookcases Product PROD-54668,200.33,2,0.00,152.60,Medium
ORD-10732,2022-08-27,2022-08-27,Second Class,CUS-9383,Customer CUS-9383,Corporate,United States,City_70,Pennsylvania,East,PROD-47198,Furniture,Accessories,Accessories Product PROD-47198,2213.85,9,0.00,1768.45,Low
ORD-10733,2022-11-26,2022-11-26,Standard Class,CUS-4618,Customer CUS-4618,Corporate,United States,City_66,Washington,Central,PROD-31953,Technology,Phones,Phones Product PROD-31953,1722.56,6,0.20,1590.39,Low
ORD-10734,2024-07-22,2024-07-22,First Class,CUS-2491,Customer CUS-2491,Consumer,United States,City_93,Virginia,Central,PROD-16486,Furniture,Bookcases,Bookcases Product PROD-16486,1018.77,4,0.00,897.46,High
ORD-10735,2024-03-06,2024-03-06,Same Day,CUS-5000,Customer CUS-5000,Corporate,United States,City_88,Virginia,East,PROD-89794,Office Supplies,Accessories,Accessories Product PROD-89794,1914.99,9,0.00,1335.50,Low
ORD-10736,2022-06-01,2022-06-01,Same Day,CUS-1948,Customer CUS-1948,Home Office,United States,City_61,Florida,West,PROD-23779,Technology,Paper,Paper Product PROD-23779,262.86,1,0.00,203.78,Medium
ORD-10737,2023-02-07,2023-02-07,Second Class,CUS-2166,Customer CUS-2166,Corporate,United States,City_63,Virginia,South,PROD-71489,Technology,Paper,Paper Product PROD-71489,2870.11,9,0.15,1698.02,High
ORD-10738,2022-12-10,2022-12-10,Second Class,CUS-5524,Customer CUS-5524,Home Office,United States,City_14,Washington,West,PROD-29134,Technology,Bookcases,Bookcases Product PROD-29134,941.85,8,0.10,595.29,High
ORD-10739,2022-07-07,2022-07-07,Second Class,CUS-9275,Customer CUS-9275,Consumer,United States,City_24,Georgia,East,PROD-24585,Office Supplies,Binders,Binders Product PROD-24585,853.50,2,0.00,697.39,Low
ORD-10740,2023-06-08,2023-06-08,First Class,CUS-5259,Customer CUS-5259,Corporate,United States,City_37,Texas,Central,PROD-33290,Furniture,Accessories,Accessories Product PROD-33290,1470.90,3,0.00,949.51,Medium
ORD-10741,2023-07-17,2023-07-17,First Class,CUS-7717,Customer CUS-7717,Consumer,United States,City_29,Virginia,South,PROD-46665,Furniture,Phones,Phones Product PROD-46665,22.89,1,0.00,14.64,Critical
ORD-10742,2024-08-04,2024-08-04,Standard Class,CUS-4536,Customer CUS-4536,Corporate,United States,City_42,Pennsylvania,West,PROD-88500,Office Supplies,Binders,Binders Product PROD-88500,644.26,3,0.00,465.04,Critical
ORD-10743,2022-07-08,2022-07-08,Second Class,CUS-7044,Customer CUS-7044,Corporate,United States,City_56,Pennsylvania,Central,PROD-91145,Office Supplies,Chairs,Chairs Product PROD-91145,2019.99,8,0.00,1696.23,High
ORD-10744,2024-02-04,2024-02-04,First Class,CUS-9966,Customer CUS-9966,Corporate,United States,City_28,Texas,South,PROD-65120,Office Supplies,Paper,Paper Product PROD-65120,738.22,7,0.00,609.08,High
ORD-10745,2024-04-08,2024-04-08,Same Day,CUS-2424,Customer CUS-2424,Corporate,United States,City_33,Georgia,South,PROD-88050,Furniture,Bookcases,Bookcases Product PROD-88050,2818.36,8,0.05,1994.39,Medium
ORD-10746,2024-11-17,2024-11-17,Same Day,CUS-2660,Customer CUS-2660,Home Office,United States,City_72,Georgia,South,PROD-89341,Furniture,Tables,Tables Product PROD-89341,3053.97,8,0.10,1962.51,Critical
ORD-10747,2024-08-04,2024-08-04,First Class,CUS-9771,Customer CUS-9771,Corporate,United States,City_23,Ohio,East,PROD-99673,Technology,Chairs,Chairs Product PROD-99673,295.77,8,0.00,251.61,Critical
ORD-10748,2022-06-18,2022-06-18,Second Class,CUS-5484,Customer CUS-5484,Corporate,United States,City_85,Texas,West,PROD-70409,Furniture,Accessories,Accessories Product PROD-70409,402.82,7,0.00,301.40,High
ORD-10749,2023-12-27,2023-12-27,Standard Class,CUS-9419,Customer CUS-9419,Consumer,United States,City_58,Pennsylvania,West,PROD-65774,Furniture,Accessories,Accessories Product PROD-65774,3491.05,9,0.10,3221.55,Low
ORD-10750,2023-07-01,2023-07-01,Standard Class,CUS-7065,Customer CUS-7065,Consumer,United States,City_34,Illinois,East,PROD-74751,Office Supplies,Paper,Paper Product PROD-74751,359.70,1,0.05,225.70,Critical
ORD-10751,2024-06-13,2024-06-13,Same Day,CUS-1666,Customer CUS-1666,Home Office,United States,City_7,Virginia,Central,PROD-94696,Office Supplies,Paper,Paper Product PROD-94696,777.86,4,0.10,699.21,Medium
ORD-10752,2023-11-24,2023-11-24,Standard Class,CUS-6046,Customer CUS-6046,Corporate,United States,City_82,Pennsylvania,West,PROD-62726,Office Supplies,Accessories,Accessories Product PROD-62726,446.92,3,0.05,365.35,Low
ORD-10753,2024-06-07,2024-06-07,Standard Class,CUS-2437,Customer CUS-2437,Corporate,United States,City_2,Florida,East,PROD-87738,Furniture,Chairs,Chairs Product PROD-87738,451.31,4,0.00,287.34,Low
ORD-10754,2024-11-02,2024-11-02,Second Class,CUS-6676,Customer CUS-6676,Corporate,United States,City_56,Virginia,Central,PROD-37188,Furniture,Paper,Paper Product PROD-37188,87.29,2,0.00,77.31,Medium
ORD-10755,2022-05-08,2022-05-08,Second Class,CUS-2335,Customer CUS-2335,Home Office,United States,City_91,Washington,East,PROD-32774,Office Supplies,Chairs,Chairs Product PROD-32774,620.32,2,0.00,511.69,Critical
ORD-10756,2022-01-14,2022-01-14,First Class,CUS-7901,Customer CUS-7901,Corporate,United States,City_51,Georgia,Central,PROD-58585,Office Supplies,Storage,Storage Product PROD-58585,562.84,8,0.00,392.41,High
ORD-10757,2023-05-13,2023-05-13,First Class,CUS-7399,Customer CUS-7399,Corporate,United States,City_95,Georgia,East,PROD-47809,Furniture,Laptops,Laptops Product PROD-47809,1806.68,6,0.00,1367.46,Medium
ORD-10758,2023-02-24,2023-02-24,Same Day,CUS-4286,Customer CUS-4286,Home Office,United States,City_69,New York,East,PROD-91809,Furniture,Bookcases,Bookcases Product PROD-91809,1206.96,3,0.00,739.69,Medium
ORD-10759,2024-10-09,2024-10-09,Standard Class,CUS-7516,Customer CUS-7516,Consumer,United States,City_18,Texas,South,PROD-81780,Office Supplies,Laptops,Laptops Product PROD-81780,687.34,2,0.20,497.89,High
ORD-10760,2023-05-10,2023-05-10,First Class,CUS-3100,Customer CUS-3100,Home Office,United States,City_17,Washington,Central,PROD-36346,Furniture,Phones,Phones Product PROD-36346,454.43,2,0.00,396.64,Medium
ORD-10761,2022-01-19,2022-01-19,Same Day,CUS-5220,Customer CUS-5220,Consumer,United States,City_3,Pennsylvania,South,PROD-11298,Technology,Tables,Tables Product PROD-11298,901.11,4,0.10,777.93,Low
ORD-10762,2022-09-06,2022-09-06,Second Class,CUS-5423,Customer CUS-5423,Consumer,United States,City_38,Pennsylvania,Central,PROD-75294,Furniture,Laptops,Laptops Product PROD-75294,1693.59,8,0.10,987.95,Medium
ORD-10763,2022-02-12,2022-02-12,Standard Class,CUS-4677,Customer CUS-4677,Consumer,United States,City_57,Ohio,Central,PROD-49354,Furniture,Tables,Tables Product PROD-49354,634.57,6,0.05,381.19,High
ORD-10764,2022-05-27,2022-05-27,Standard Class,CUS-7164,Customer CUS-7164,Consumer,United States,City_27,Florida,South,PROD-22745,Furniture,Laptops,Laptops Product PROD-22745,1728.76,5,0.00,1262.26,High
ORD-10765,2024-07-09,2024-07-09,Standard Class,CUS-7703,Customer CUS-7703,Consumer,United States,City_63,Texas,West,PROD-46958,Furniture,Phones,Phones Product PROD-46958,2204.04,7,0.20,1695.22,Critical
ORD-10766,2023-11-05,2023-11-05,First Class,CUS-3641,Customer CUS-3641,Home Office,United States,City_69,Ohio,West,PROD-28195,Technology,Phones,Phones Product PROD-28195,729.04,2,0.00,630.95,Critical
ORD-10767,2022-01-12,2022-01-12,Second Class,CUS-8548,Customer CUS-8548,Home Office,United States,City_45,Washington,Central,PROD-47773,Technology,Chairs,Chairs Product PROD-47773,449.58,1,0.00,282.11,Medium
ORD-10768,2024-11-06,2024-11-06,Standard Class,CUS-4510,Customer CUS-4510,Home Office,United States,City_33,Washington,Central,PROD-76256,Technology,Chairs,Chairs Product PROD-76256,1253.67,9,0.10,844.08,High
ORD-10769,2024-02-06,2024-02-06,First Class,CUS-6597,Customer CUS-6597,Consumer,United States,City_22,Pennsylvania,East,PROD-87797,Office Supplies,Bookcases,Bookcases Product PROD-87797,2736.58,8,0.10,2040.41,Critical
ORD-10770,2022-05-10,2022-05-10,Standard Class,CUS-1570,Customer CUS-1570,Consumer,United States,City_46,Virginia,West,PROD-39387,Technology,Phones,Phones Product PROD-39387,198.18,1,0.00,127.38,Low
ORD-10771,2024-07-11,2024-07-11,First Class,CUS-3057,Customer CUS-3057,Corporate,United States,City_32,New York,East,PROD-25813,Furniture,Accessories,Accessories Product PROD-25813,2283.70,5,0.00,1394.11,Critical
ORD-10772,2023-03-12,2023-03-12,First Class,CUS-7739,Customer CUS-7739,Home Office,United States,City_60,Ohio,East,PROD-89866,Technology,Copiers,Copiers Product PROD-89866,1942.48,8,0.05,1375.87,Low
ORD-10773,2024-11-15,2024-11-15,Standard Class,CUS-7156,Customer CUS-7156,Corporate,United States,City_36,New York,West,PROD-94110,Technology,Copiers,Copiers Product PROD-94110,1241.74,6,0.05,753.91,Critical
ORD-10774,2023-12-16,2023-12-16,Standard Class,CUS-4933,Customer CUS-4933,Consumer,United States,City_56,Texas,South,PROD-35671,Furniture,Storage,Storage Product PROD-35671,773.80,3,0.00,491.37,High
ORD-10775,2022-09-01,2022-09-01,Standard Class,CUS-9473,Customer CUS-9473,Corporate,United States,City_44,Washington,South,PROD-29943,Furniture,Paper,Paper Product PROD-29943,2519.35,8,0.00,1423.93,Critical
ORD-10776,2024-05-11,2024-05-11,Standard Class,CUS-7066,Customer CUS-7066,Home Office,United States,City_12,Virginia,West,PROD-64928,Technology,Paper,Paper Product PROD-64928,2968.02,8,0.10,1696.69,Critical
ORD-10777,2024-07-11,2024-07-11,First Class,CUS-6299,Customer CUS-6299,Home Office,United States,City_41,Illinois,Central,PROD-86982,Furniture,Chairs,Chairs Product PROD-86982,2552.46,8,0.10,2271.25,Critical
ORD-10778,2023-08-28,2023-08-28,Same Day,CUS-6175,Customer CUS-6175,Corporate,United States,City_73,Illinois,West,PROD-66874,Furniture,Accessories,Accessories Product PROD-66874,2460.97,5,0.00,2158.05,High
